input,solovay mean,solovay stddev,miller mean, miller stddev
93325,2200.08,1583.8106883607197,1906.5,1051.1081454033801
95499,2750.28,5532.275161835556,1755.95,74.50949027750853
97725,2613.09,2922.326985814593,2213.98,2062.2470924462546
100001,2676.2,598.388627477954,2454.28,264.43719844074866
102329,2765.92,3502.644071053302,3439.91,2186.837378291059
104713,2058.79,1459.2850559936753,2175.22,1009.6068899939384
107153,2269.1,1165.878482674604,2393.75,1072.5576566169657
109649,1961.26,665.2521754716004,2400.79,1052.7846508717305
112203,1455.95,714.4358991822878,1833.45,1006.7212144061305
114815,1908.31,617.0819027053578,2173.88,2615.318623152074
117491,2059.63,462.2794785220584,1774.9,97.18466229739438
120227,2129.09,464.33315049268737,2690.69,9793.795953855564
123027,1643.72,694.6784312387155,1646.8,112.17770894361492
125893,2215.62,458.79138059589894,1898.6,196.11926900936496
128825,1871.56,599.83033493403,2118.52,253.96032776953197
131827,2146.49,447.6278553315095,1931.38,1819.5736029536304
134897,1984.3,636.6640250619482,2339.42,140.7848978930179
138039,1602.51,726.7410233711216,1788.0,74.856090890684
141255,1408.2,706.5308045497931,1819.7,291.2801941690364
144545,2043.46,1822.6091821087348,2419.48,118.2634005903429
147911,2102.87,221.55099077898865,1750.81,94.78105498378032
151357,2161.48,228.67481565124586,2583.09,1510.9511827543165
154883,2118.84,219.31144405832882,1437.46,56.83689582720653
158489,2164.75,391.58980225782597,3063.54,1055.633884153847
162181,2140.73,219.05415847099172,2092.64,1470.2854839943316
165959,2186.21,985.4962888070792,1846.04,1115.8845648274746
169825,2330.88,713.1543287155008,2479.5,275.8520867011409
173781,2259.69,961.057505663381,2134.84,1113.4100565108051
177829,2927.37,352.43847962331233,2031.62,1022.1072684815568
181971,2292.17,944.5691129779331,1799.2,130.8050442297987
186209,3015.75,1921.9738558381207,2621.27,1001.043322960822
190547,2582.19,1722.3561832911364,1918.67,984.5884137777846
194985,1971.69,1019.6106574709206,2211.92,1011.9014372891653
199527,2253.12,1005.0601296650984,1794.07,145.17841722612502
204175,2556.61,813.846123680824,1812.12,234.03061528118258
208931,2919.38,446.28572131595814,1640.51,1771.1542518192407
213797,2844.42,443.9827819939313,1943.72,446.61709539491443
218777,2829.35,517.594755390818,2177.7,989.8544072108523
223873,2804.37,1706.846827937529,2997.14,1416.758300209363
229087,3008.48,133.770003129901,2080.75,1399.3574021274512
234423,2026.01,1028.5689037677446,1948.46,249.4594730349374
239883,2256.64,1031.617661929089,1853.29,141.97931952124992
245471,2988.53,134.84142988014185,1669.12,79.1755854625233
251189,2912.11,161.59319761410606,2021.12,182.3665018859029
257041,2709.88,1831.7722901136708,2429.97,1019.2059937406017
263027,1137.81,152.09577624482264,1827.01,105.0754894580486
269153,1191.31,108.84199417949719,2532.91,355.46921885805466
275423,1279.13,103.41957837817358,1488.11,107.040244956764
281839,1407.97,1349.3844646483608,1493.36,413.777120506373
288403,1215.78,88.83221956206674,1460.01,95.1054167912128
295121,1149.66,143.84196013315963,2482.5,946.126750643289
301995,844.67,536.7920624253196,1750.54,439.3023491166352
309031,1286.41,90.89977775528165,1456.69,1384.2600086747293
316229,1245.33,88.56054882441056,2239.53,1623.6904308557484
323595,654.13,527.5777247539605,1901.13,1118.9016498876083
331131,746.76,423.9659582294004,1919.71,965.2527621553256
338845,803.85,556.1863900753511,2054.98,1101.7694765212639
346737,700.25,922.5726806111815,2344.05,1164.8075956347834
354813,745.62,964.0187221032878,1993.47,310.5818083806097
363079,962.56,838.9299861228959,1759.65,231.67817172216553
371535,543.53,451.9746675434478,1831.42,226.13878727699756
380189,953.83,214.60464260183807,2775.23,3087.1225851359663
389045,790.67,430.7909581176926,2091.23,1339.6724750867472
398107,879.45,256.6341331211192,1742.55,292.1370363028249
407381,900.47,262.4125618682586,2179.51,1345.0911537959807
416869,954.52,407.24324451366925,2057.22,1288.6598596756999
426581,815.63,314.6961547238539,2037.36,1224.6191947381901
436517,880.74,236.1727505043885,2021.64,1173.5575760236152
446685,556.16,420.8652875957227,1982.19,520.7553118773584
457089,652.08,428.9693233834332,2809.02,90.35317684318889
467735,848.33,371.8620373854865,1754.1,87.68268087400453
478631,1241.03,136.68140755683334,1462.98,82.99884141822511
489779,1309.48,108.04866842064621,1722.18,100.46250418675987
501187,1400.17,443.96157480010584,1538.23,992.0083175665476
512861,1399.59,284.9093102208228,1693.9,158.07864683713152
524807,1225.54,337.45184228062203,1456.57,947.4783785811625
537033,858.11,711.5054447288426,1709.47,1343.5093760504071
549541,1320.89,294.37195240653676,2265.67,6456.326731958195
562341,906.95,619.4003678208187,1612.92,72.7281752469253
575441,1410.59,316.9646156525325,2948.56,2598.6814501188705
588845,766.15,394.6487090253225,1668.08,84.32808463724204
602561,1351.78,98.43498392647841,1703.49,86.13478925029027
616595,913.75,572.2000316870196,1553.81,1251.8188278168557
630957,1062.29,535.0058867796586,1599.14,1289.9806358267863
645655,1130.21,539.0906540020177,1620.76,75.22278292317475
660693,977.68,553.7457915110159,1616.95,87.98546424945378
676083,990.22,675.78296647502,1608.92,78.50119731442304
691831,1229.08,382.98259791148513,1621.53,1295.4436271062132
707947,1301.26,279.4775652802019,1617.9,1301.980616312135
724437,899.8,595.767190649624,1599.01,115.698012956231
741311,1461.73,248.0600633929312,1679.6,1271.1473462024676
758579,1411.45,88.34441039751667,1593.61,1326.1023232074372
776247,1161.29,706.5498230303666,1661.64,1305.3120801810835
794329,1422.1,93.99511055411772,1682.67,1325.464302526752
812831,1410.49,197.09211787713107,1684.15,57.84363719231672
831765,842.94,589.5509302799372,1707.22,937.1827929890454
851139,964.5,619.5677460287874,1777.19,980.0000999278448
870965,1143.54,513.690261979459,1598.25,972.3974264931521
891251,1445.48,88.29123982764672,1475.42,949.7480599473408
912011,1424.82,377.78956731455304,1620.02,959.3133906154658
933255,820.44,629.0418450534772,1632.95,948.4491155288589
954993,888.52,605.1681038681681,1669.21,975.5783293342812
977237,1442.37,98.64666617516656,1748.55,1385.5382746810214
1000001,1373.02,190.23398564118165,1711.58,78.3339368126335
1023293,1434.21,266.93498981564557,1613.57,968.0479395320895
1047129,1196.8,796.6783186671668,1696.47,957.4925107706159
1071519,1005.97,675.2800011099025,1676.46,1220.4771911598407
1096479,925.57,672.2479739536956,1720.99,66.75123348461189
1122019,1481.83,180.77074353216486,1696.65,56.66619875029627
1148155,1170.57,596.2564063565374,1757.31,934.5233614149531
1174899,968.66,696.7654594298898,1755.57,284.45763580128516
1202265,812.35,642.4433846847928,1798.22,940.8785876868898
1230269,1460.98,447.59521260111165,1682.62,957.0098505978998
1258925,1185.01,570.4680604379163,1741.95,43.04504922318318
1288251,933.08,672.7072348640112,1705.5,73.28793360520689
1318257,990.68,1282.0267640881702,1697.97,1046.332290296525
1348963,1206.75,1431.2647890815474,1630.36,943.2174949757256
1380385,1079.23,430.7154924710109,1668.98,91.6639646984704
1412539,1471.25,514.3862160798336,1553.04,1256.349850908889
1445441,1255.57,331.56513612705066,1763.9,113.14311130759856
1479109,1396.79,248.59395699522838,2363.91,1472.9270116734133
1513561,1085.96,581.8961676270002,1674.66,963.2648420655638
1548817,1317.43,324.1665071277943,1682.93,957.3382001121334
1584893,1379.4,391.6540165590912,1704.05,957.1302474616825
1621811,1463.64,485.0310938694569,1708.55,995.491923217823
1659587,1351.02,96.06500114216647,2115.85,6822.219170593699
1698245,1208.57,524.4098415544773,1725.39,1291.1293067573358
1737801,909.65,604.6825091473103,1636.03,955.8606091587903
1778279,1478.5,84.02891517720902,1501.74,948.6338355442492
1819701,942.39,632.4990501050879,1771.78,952.0154970727455
1862087,1533.18,408.09184894055056,1521.75,955.4980231388353
1905461,1481.17,120.16495858912972,1630.69,964.2685372966404
1949845,1209.37,482.15858607019754,1588.23,935.3421116134864
1995263,1557.11,116.29359354233534,1523.74,965.2425834206057
2041739,1415.49,379.50287777884404,1656.25,991.3037775036113
2089297,1125.57,594.9307786744113,1912.69,2463.2345069567837
2137963,1630.44,508.9916218476599,1497.69,960.0447768913509
2187763,1495.72,173.21657372821292,1642.99,962.7254189135248
2238721,1435.77,98.42218430636645,2729.87,1092.158151264613
2290869,884.39,734.9579785280381,1697.21,956.3222196403145
2344229,1373.86,391.8611385672122,1660.3,966.1085902116849
2398833,983.13,669.6128031643481,1666.56,970.1229362895984
2454709,1564.83,360.189121339489,1757.58,110.886526765797
2511887,1270.68,530.6211127089888,1418.23,1296.5160452754012
2570397,1052.51,679.1749078510966,769.81,957.0934080946237
2630269,1502.31,103.35724992041494,614.24,132.2537444811788
2691535,980.92,651.1919867722296,736.15,980.1551142445763
2754229,1469.37,104.11567527699103,789.96,1360.2997955367684
2818383,1111.43,641.3180439020435,790.37,1402.3421797086116
2884033,1405.73,342.67633092727283,676.65,975.3565043644603
2951209,1452.21,192.96832288322256,1048.88,1981.161200565533
3019953,1212.56,613.7541099453,651.29,118.58486242332795
3090295,1270.03,666.3468999028216,745.24,373.84851142534933
3162279,1026.77,622.8397795662229,603.72,112.63439379988101
3235937,1523.83,351.07954881473745,715.96,960.6205687844277
3311311,1526.18,289.5914705200756,805.54,1377.5393038811533
3388443,1069.45,696.3716698181026,755.39,969.470259336187
3467369,1551.47,161.28451897378756,652.87,104.61412066458458
3548135,1298.58,595.7369458803682,769.34,1006.149457942095
3630781,1267.03,761.2754642205688,849.63,1366.771397723981
3715353,1153.25,636.4983336882186,696.8,978.9473629332374
3801895,1266.26,543.4885745874246,825.46,1375.1461734607847
3890451,1202.79,645.0773862432509,781.24,1009.3700717864494
3981073,1572.2,99.72436760867174,716.18,131.70516353207304
4073803,1520.09,212.44336595284338,660.49,112.93070146480682
4168695,960.54,759.369773515705,757.84,110.63058192274714
4265795,1166.54,623.0573107870997,632.69,101.96976131296098
4365159,1156.97,678.0368193423114,686.61,110.63616730143671
4466837,1519.06,100.54596617036067,784.23,210.82583433783074
4570883,1570.42,116.32479607468986,674.23,99.41869984458597
4677351,982.17,734.8613014877315,733.3,110.76342064750143
4786301,1401.79,416.7953569750503,658.98,104.65267036316567
4897789,1559.38,363.2676832543321,755.17,133.1526848198994
5011873,1483.71,212.07818717338066,724.04,274.7124454347995
5128615,1224.35,546.3239386660591,671.71,109.68847485105957
5248075,1051.96,570.0372647751401,616.82,98.75624312191887
5370319,1550.21,103.08594972304923,706.7,101.23385268423273
5495409,1097.99,698.3153537137239,717.98,111.12037153329254
5623413,1047.26,677.7471835784231,713.31,111.212390760139
5754399,938.79,699.0858864736625,724.51,104.56533359531252
5888437,1455.25,444.7403367940862,712.03,108.70434882995923
6025597,1675.23,114.940200086652,868.19,223.0262336791143
6165951,1072.74,733.3215511450194,724.08,105.8076852720362
6309573,1079.0,818.0321546617872,636.85,112.10117859516129
6456543,788.2,484.9903258433265,714.06,380.4005284173538
6606935,1207.94,616.1344766634418,670.17,117.9281629474555
6760831,1390.12,594.3350461403963,727.08,107.86735962619682
6918311,1494.23,214.52092996707665,664.06,106.14539485293204
7079459,1551.09,100.26632162658237,630.88,101.61755197153133
7244361,1227.05,780.3108856621368,677.17,116.13019991945825
7413103,1663.2,102.16040071743785,704.5,102.1634163307181
7585777,1647.26,1300.323095980147,778.75,108.37443276330298
7762471,1134.15,157.07711385485064,696.83,108.0916235927146
7943283,754.36,491.4075746714172,697.38,110.71218304571303
8128305,740.0,477.95236650367644,685.47,112.44432561777572
8317639,1335.93,728.2894065527589,759.07,239.8944740648869
8511381,902.11,624.2658701760548,725.26,112.26183499283987
8709637,1058.82,141.23963303334492,666.2,115.01857557487281
8912509,1242.74,180.4171720197276,945.73,228.24990092599663
9120109,1035.59,970.4191648223697,704.48,116.45023040602432
9332543,1146.27,1520.420435307619,746.08,109.55748272118173
9549927,996.62,1402.732792974075,696.9,105.55849544018692
9772373,1158.5,1426.8860387840257,703.66,111.31021534613993
10000001,987.01,1043.9479020148524,695.52,114.01607896532073
10232931,981.17,1442.2514109628196,663.76,107.65124385268525
10471285,1057.85,1511.1387262591086,765.27,107.5747196279419
10715193,807.39,1094.552257474916,670.03,119.12555595172721
10964783,1252.02,1405.4823104004142,746.76,107.35414065210306
11220185,1058.89,1443.3323458251223,730.91,115.7259122568354
11481537,983.39,1460.1825739933824,736.3,122.78884725454914
11748977,1224.17,1413.7928502200502,993.64,181.07632856802894
12022645,881.75,520.986290267282,765.99,105.01173527494223
12302689,1194.21,1446.8861535425415,758.92,117.35491192760257
12589255,959.64,1447.4108651399754,655.36,107.26579090739925
12882497,1175.92,1393.6240285418776,671.03,115.35115075194514
13182567,903.06,538.1824409974557,696.42,103.91120723915677
13489629,857.65,518.7000140210667,789.37,241.47692258560483
13803843,782.33,480.1485261580183,697.7,299.22477278204195
14125375,898.28,469.88836155328676,746.36,108.90998229007401
14454399,833.4,636.0795325406812,759.2,103.74268867995212
14791085,1142.48,458.6211543663497,720.27,106.75156233332633
15135613,1301.95,294.72919859601717,787.91,117.82087885833093
15488167,1134.89,132.2956510733792,717.54,107.74028067908527
15848933,1159.03,184.13935516671097,755.2,115.46139325910342
16218101,1225.23,122.11295110791005,999.22,237.24685945915562
16595869,1214.22,147.91750225969693,788.1,109.8228601251152
16982437,1136.67,337.39947414232154,845.9,313.64022688295574
17378009,1040.44,322.0539612229509,723.64,115.13141547068219
17782795,892.74,449.87281300250635,705.37,113.33784794929602
18197009,1112.9,142.90291258138308,983.15,172.31445151820608
18620871,906.81,598.433454862769,706.75,109.7439973278491
19054607,1307.81,531.2610439969101,673.74,116.32796028227405
19498447,1625.37,82.3036573926215,734.63,106.7044114090013
19952623,1620.84,408.7059331573006,766.14,105.3022604724422
20417379,1042.45,718.6006797023554,750.51,109.85706921525643
20892961,1630.92,170.7656957011063,768.52,116.61812669884333
21379621,1162.12,189.3685029221858,732.81,235.8438832633301
21877617,863.2,490.201216158459,774.62,115.7442129364696
22387211,887.32,471.8525039189104,719.61,111.60110196407548
22908677,1103.51,295.26370664991396,745.43,120.0802976294941
23442289,1153.98,436.0380388373603,772.74,114.66143575101809
23988329,1143.88,146.28319566284205,939.93,225.09168749151485
24547089,794.04,513.9128157793131,761.84,117.72864879660665
25118865,791.01,513.2454961253234,759.25,111.83748806806123
25703959,1134.39,211.79382460641796,707.18,107.3830470226972
26302681,1044.22,356.47263427912526,737.78,117.20099113587874
26915349,860.87,480.59560385468,728.03,119.00211822238347
27542287,1154.24,139.0530107476275,707.95,109.24759896120314
28183829,1179.02,275.36348723280304,862.9,213.38339848140652
28840315,1044.46,566.5072756225937,737.54,109.73406053001075
29512093,1065.82,322.30528159720654,725.95,113.35546798109083
30199517,1213.42,138.4605971736976,937.47,228.22921558925103
30902955,739.12,555.6862947579489,772.48,109.3079682328416
31622777,1195.56,146.17647560466773,995.71,202.6069137891191
32359367,1157.04,323.8425830335759,784.42,113.04769530663334
33113113,1061.82,346.91952840957117,737.25,116.87888706872702
33884417,938.49,395.0575586499576,725.82,258.8688049607719
34673685,639.3,503.96287140778117,1077.8,93.45003526435447
35481339,911.97,596.5694766789954,1242.63,74.09653204169587
36307805,1005.58,428.8588140918203,973.33,228.15106881630032
37153523,1216.2,288.58862406441807,816.54,112.11343642161101
38018941,1228.67,150.15857308428002,786.27,124.43251832283075
38904515,884.6,468.3917034692097,734.77,118.03430891401061
39810717,913.35,536.0885720389003,835.81,111.66921706721172
40738029,926.76,515.9022129564221,819.95,115.32688500102823
41686939,1091.94,408.304447215753,827.77,327.1631309338266
42657953,1097.95,318.93697724557666,763.86,123.26181546413778
43651583,1241.57,146.60792590918797,794.03,115.01571741516568
44668359,806.42,547.4541478885735,772.38,115.19581747457825
45708819,782.3,545.7809435880282,774.76,112.5651434288231
46773515,998.06,454.81251148804233,764.82,116.03955960765879
47863009,1207.31,151.3773594349398,797.95,124.94567506389208
48977883,992.24,610.1308871004152,843.62,115.29862676256516
50118723,837.62,532.3044769317804,743.06,112.99082111643256
51286139,1213.62,136.0371889141964,763.03,118.45993696886158
52480747,1173.21,323.3352169579623,785.64,265.59373243183035
53703181,1118.49,366.4830255002242,772.45,122.60245148899392
54954087,858.32,501.83338375451365,742.9,113.76988115747446
56234133,945.66,458.55491547365466,758.2,132.01071275782235
57543995,919.16,527.8377413676682,798.76,111.51700690156112
58884367,1191.83,279.3693856462508,713.5,115.03969451077013
60255959,1300.4,148.70138200467747,835.43,104.08235424242892
61659501,883.55,565.1155307822578,814.53,119.81352978354289
63095735,917.36,526.4545702579234,794.07,114.32748063472239
64565423,1169.88,310.5662238459607,795.98,115.1632113677161
66069345,749.25,537.957216859963,810.18,385.1715183990875
67608299,1168.28,342.06907802579025,819.9,121.96261225424293
69183097,1277.95,183.6045033117752,827.24,113.83987691383709
70794579,890.05,584.8970620821437,782.72,117.23248765430237
72443597,1370.45,319.5201065423716,797.15,120.40935020238926
74131025,1093.98,349.8585855727852,790.14,128.7629581593223
75857759,1330.14,171.7254103668312,855.96,122.79990458325511
77624713,1198.28,204.18154330463523,766.62,115.33200034262073
79432823,1393.09,440.2337555151235,794.25,118.7220993273235
81283053,1206.42,801.2216830906073,833.16,126.03540628078935
83176377,1233.8,778.7156091924702,882.99,312.84218421150024
85113805,1305.9,722.9480540736581,830.2,121.00980843457997
87096359,1246.23,451.1074107799672,803.86,122.43390465921199
89125095,787.88,573.4620588402453,846.15,108.74512644368262
91201085,1078.35,523.9615487280099,867.73,120.57621379581185
93325431,884.95,511.2798039027044,803.24,156.7491800761505
95499259,1300.83,181.1679311934905,1106.3,161.06736779899575
97723723,1287.02,353.410053991997,815.96,117.50984656786872
100000001,1188.75,315.9302881486626,845.45,137.40924461276433
102329299,1299.94,145.78868199548205,856.93,317.31911271294285
104712855,760.46,613.8846241087747,839.46,127.80243749750255
107151931,1239.82,159.04077235956584,777.82,131.54561984729898
109647821,1271.7,148.64244265207623,836.96,173.07550287943613
112201845,689.93,544.1964005055825,759.67,113.90799539163794
114815363,1268.97,387.1573807571637,831.17,106.85712683558154
117489755,1036.79,423.51261522241015,744.96,120.53516356883432
120226443,938.79,501.2300686482922,776.54,125.95633522708724
123026877,922.48,581.2642695978406,874.84,118.79510584075923
125892541,1327.95,158.59416315192246,866.74,143.61773194592973
128824955,981.17,575.5549988199796,880.45,116.9074895424203
131825675,1056.89,452.3876029836952,785.58,114.23599354941607
134896289,1101.33,385.7651469299147,788.28,137.4975540645628
138038427,996.98,600.7208629234674,821.61,136.6540197400395
141253755,837.36,592.6861386854757,852.82,117.63806674488809
144543977,1289.45,158.91611248731462,827.47,130.06784981522355
147910839,806.19,576.5867293518353,824.52,122.22181193686875
151356125,1034.9,486.7655877049419,796.62,125.74760515421428
154881663,1048.21,568.9173005353982,887.21,127.87551514554063
158489319,953.9,577.3700124817115,877.74,294.60593848376345
162181011,976.27,554.6829808024754,855.35,129.50148199300205
165958691,1293.79,259.6726492094898,793.57,120.5032591034178
169824365,1182.9,396.8419144325675,825.05,121.61459034942548
173780083,1299.3,245.08928490604723,851.17,117.45371364279995
177827941,1288.86,156.67537177620522,807.33,118.38100234907512
181970087,1211.07,357.5618122730105,818.29,113.93000642340172
186208715,859.26,588.0940902524859,823.63,128.39079036482727
190546073,1292.57,154.45788252707422,818.62,116.80976332516386
194984461,1216.2,518.6707758659376,857.89,123.76761337770117
199526231,1336.21,193.62737801032046,869.07,133.42756177950736
204173795,1037.8,535.1070316801446,848.95,121.97941331522813
208929613,1291.31,171.87108717309204,795.98,117.09557350016834
213796209,886.2,591.1623544280617,868.13,131.66138501105908
218776163,1266.88,168.8155577109305,778.86,111.49489456989284
223872115,1074.86,458.5651098808107,794.24,120.74492021437494
229086765,826.89,608.7641213594518,869.29,119.70032404199077
234422883,931.87,582.272900283055,824.73,119.04271833202898
239883293,1142.04,425.8906513046358,822.39,115.76307177972943
245470893,875.34,592.6094020806146,884.43,328.84666086739645
251188643,1352.44,193.72714958117896,880.64,122.27667914457884
257039579,1341.11,165.38604334505777,860.07,115.71257101503312
263026799,1270.96,407.0931921203142,908.57,125.60787588701791
269153481,1208.43,706.0552565865759,827.29,122.82576104285928
275422871,1541.65,351.47790065161234,863.75,126.48219222283804
281838293,1217.12,375.0260133738334,818.8,123.53856797687828
288403151,1331.16,294.98620820354137,866.28,126.45940619084614
295120923,989.06,561.1466222986394,826.68,115.65272643268352
301995173,1241.6,156.54289114385472,749.25,122.68777609868232
309029543,1380.12,158.14354047490968,888.72,137.55454969361844
316227767,1361.36,336.9870818493394,842.92,117.93772367934982
323593657,1272.94,376.1647989373753,875.65,130.2058490672103
331131121,1304.36,303.30297950026363,898.94,130.56209637601953
338844157,1313.92,323.5232082287548,882.26,126.59939361879445
346736851,1338.36,157.21731212663326,843.92,122.46505830256442
354813389,1201.45,402.02805005410136,835.65,120.77697745360368
363078055,1070.31,510.9868190001765,830.72,110.79073731475691
371535229,1315.57,429.80247412931055,885.49,123.98619139470995
380189397,907.95,614.9040390766086,904.48,238.25847436358
389045145,794.38,617.0841630137857,884.48,141.0245683875292
398107171,1049.95,546.1452867529154,849.91,93.3043347808069
407380279,1327.21,213.28902451790142,808.74,124.51381165529105
416869383,920.83,598.8792403694208,848.16,131.4698352313471
426579519,963.83,601.2043141676028,893.38,117.92291438636391
436515833,1342.13,252.83881778274832,883.86,122.97335015557174
446683593,1024.84,602.9814262512903,931.0,130.67694764748924
457088191,1229.42,524.4882292542538,944.22,124.18823932997351
467735141,1325.15,248.09432773553175,856.21,131.47464286763326
478630093,1309.66,301.1137984150836,858.33,127.6175675028855
489778819,1378.65,159.0678893879699,865.9,120.75415378596988
501187235,1149.83,539.4959123987408,899.55,126.31909050599845
512861385,807.9,616.8498908800973,856.51,126.33597142844026
524807461,1384.02,500.44850550947456,916.97,126.4564807162982
537031797,884.12,590.6763505601956,828.43,117.30149834998491
549540875,1005.43,551.7283633906245,810.36,135.7461623990181
562341325,1046.03,563.5810546421118,868.2,120.63602490570753
575439937,1307.0,197.07394910069019,875.52,324.1500924328766
588843655,1113.18,505.51438709057106,842.12,130.0078692256976
602559587,1231.55,460.99587795874,887.95,121.26458050415415
616595003,1428.12,292.6479002749782,891.89,131.46447037012308
630957345,876.02,638.9941113527058,897.9,129.06497463203448
645654229,1305.68,474.06383834699193,959.78,116.7464298764159
660693449,1297.83,356.3967841855167,882.93,131.24364380953475
676082975,1135.53,523.5873433932644,867.38,115.27339307713271
691830971,1281.6,399.86161747698804,864.99,118.82407801094658
707945785,1160.89,503.9240341779921,903.14,253.57082249383907
724435961,1458.32,297.29823410171815,930.99,134.03078909057584
741310241,1170.12,552.1574632678837,958.66,133.0987497000523
758577575,1122.82,601.9155345287833,968.5,136.96143378131796
776247117,1048.88,640.9149123311805,897.07,132.11177200775978
794328235,1263.94,597.8704940677101,947.98,131.5195557145535
812830517,1449.97,181.75949560456053,922.7,133.41516428279823
831763771,1457.26,178.9151720449632,950.8,221.7327538759535
851138039,1500.31,168.17989977065832,998.97,276.8100561246235
870963591,1039.46,628.0471644773829,982.33,295.1913625176904
891250939,1450.19,235.90426473722795,970.92,135.96432092889873
912010839,1041.84,626.8397845985494,936.65,114.61462658082799
933254301,905.13,635.3327077964424,908.66,140.80692562168346
954992587,1427.23,162.9219218713756,892.95,92.0672102983533
977237221,1451.56,401.5325771404488,938.62,39.67946826786119
1000000001,1076.66,567.4185959503822,1324.04,118.20423346090786
